title,description,authors,categories
Out of the Blue,"Living in delight is possible every day, and this inspirational collection can help. Delight comes to us from out of the blue in the form of everyday magic and minor epiphanies, providing a moment of intuitive understanding that reaches our hearts and touches our souls. Explaining how the experience of delight opens us to compassion and spiritual awareness, and providing 52 ""Delight Igniters""--ways to create happiness and share it with others, this book also includes stories by James Michener, Deepak Chopra, Wayne Dyer, and other celebrities who have brought delight to the world.",['Mark Victor Hansen'],['Religion']
Flowers &.,,[],['Florists']
2008 Writer's Market,"Incorporating all the great information writers have to come to expect for more than 80 years, this latest edition features higher profiles of its author interviews, five new market sections, and the most up-to-date market listings available to help readers find success.",['Robert Brewer'],['Language Arts & Disciplines']
"Wiley CPA Examination Review 2005-2006, Problems and Solutions","Wiley CPA Exam review 32nd Edition 2005--2006 Volume 1 Outlines and Study Guides * Covers all four sections of the CPA examination point by point * Stresses important topical areas to study for each part * Helps establish a self-study preparation program * Divides exam into 45 manageable study units * Provides an outline format supplemented by brief examples and illustrations * Makes material easy to read, understand, and remember * Includes timely, up-to-the-minute coverage for the computerized exam * Explains step-by-step examples of the ""solutions approach"" * Contains all current AICPA content requirements for all four sections of the exam Volume 2 Problems and Solutions * Offers selected problems from all four examination sections * Contains rationale for correct or incorrect multiple-choice answers * Covers the new simulation-style problems-offering more than 75 practice questions * Details a ""solutions approach"" to each problem * Updates unofficial answers to reflect current laws and standards * Groups multiple-choice questions into topical categories within modules for easy cross-referencing * Provides a sample examination for each of the four exam parts The computer-based CPA exam is here! Are you ready? GET EVEN MORE INFORMATION ONLINE: You'll find a wide range of aids for doing your best on the CPA exam at wiley.com/cpa, including content updates, CPA exam study and test-taking tips, and more. All Wiley CPA Exam Review products are listed on the site.","['Patrick R. Delaney', 'O. Ray Whittington']",['Study Aids']
Five Hundred Tips for Coping with Chronic Illness,,['Pamela D. Jacobs'],['Family & Relationships']
1999 Writer's Market,Does everything but stamp your self-addressed envelopes.--St. Paul PioneerPress. IBM-compatible CD-ROM.,"['Mark Garvey', 'Holm']",['Computers']
"Books and Pamphlets, Including Serials and Contributions to Periodicals",,['Library of Congress. Copyright Office'],['American literature']
Business Success in Mental Health Practice,,['Robert Henley Woody'],['Psychology']
Parliamentary Debates,,['New South Wales. Parliament'],[]
Not Just Any Man,Just for the single woman! Examines why there are so many women who seem to have it all yet are still alone. Also includes practical advice on self-improvement and how to stop dreaming and start meeting men who share the same values. (Word),['Jennifer Logan'],['Family & Relationships']
How to Get from Burned Out to Fired Up,,['Davis V. Yates'],['Self-Help']
Statements,,[],"[""College students' writings, Nigerian (English)""]"
Bathtub Gin,,[],['American literature']
Direct Marketing Market Place,,"['National Register Publishing', 'National Register Publishing Co. Staff']",['Business & Economics']
The News,,[],['Nigeria']
Road To Success,"This book presents you with a list of 100 positive thoughts and quotes written with the blessings and grace of Goddess Bhairavi. I’m sure if you keep reading, referring, sharing these thoughts and quotes, you will draw motivation and develop a good understanding of various perspectives and facts of life. Never give up even when your mind convinces you. Feed positivity to your mind and let the inspiration make you do things differently and win. The road to success is not built in a day, but it is the result of years of hard work, patience and persistence. Many a time it is the result of team work. Be grateful to all those who contributed to your success. Your expression of gratitude is sure to inspire them for the next mission. I sincerely hope, you will find this book amazing, interesting, rejuvenating, unique and constant source of motivation. Thank You and Happy Reading.",['Sandeep Ravidutt Sharma'],['Self-Help']
Official Gazette of the United States Patent and Trademark Office,,[],['Trademarks']
The British National Bibliography,,['Arthur James Wells'],"['Bibliography, National']"
The Review of the Churches,,[],['Christian union']
"Yearbook of Experts, Authorities and Spokespersons",,['Mitchell P. Davis'],['Reference']
"Christian Writers' Market Guide, 1995-1996",,['Sally E. Stuart'],['Language Arts & Disciplines']
West Coast Review of Books,,[],['Books']
"Self-help for ysupe poor clergy; or, The drainage of rural populations - what it involves",,['Zara (pseud.)'],[]
Entrepreneur,,[],['Business']
The Book News Monthly,,[],['American literature']
The Publishers' Trade List Annual,,[],['American literature']
The Internet,The Internet: the flower of the 19th century. A startling characterization of the late 20th century's gift of high-tech for all. This volume contain a complete chronology of the internet.,['Hilary and Moshovitis Poole (Christos)'],[]
International Directory of Little Magazines & Small Presses,,['Len Fulton'],['Little magazines']
Current Index to Journals in Education,,[],['Education']
The Young man,,[],[]
Family Literacy,Comprehensive listing and discussion of family literacy programs and practices.,['Lesley Mandel Morrow'],['Education']
"Two Parts Textbook, One Part Love","One of America's best known teachers, and the inspiration for the movie ""Dangerous Minds"", presents ways to help teachers to be the most effective educators they can be.",['Louanne Johnson'],['Education']
Lifestyle Sculpting,,['Kathleen Wells'],['Health & Fitness']
The Video Source Book,,['David J. WEINER'],['Video recordings']
The Dynamics of Mass Communication,"An introduction to the field of mass communication, covering all the major media, from books, magazines and newspapers, to radio, film, TV, cable and the new technologies. Illustrated with examples and anecdotes, the book explores international communication and career opportunities in the media.",['Joseph R. Dominick'],['Social Science']
